skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,mapping_margin,domain_source,future_weight
mentor other developers,1,0.815,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.335348,0.335348,0.31702983,0.018318176,McKinsey_FutureOfWork_2023,0.13413920402526855
recommendations,4,0.53325,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24388193,0.24388193,0.22346431,0.020417616,ONET_BrightOutlook_2024,0.1341350592672825
showcase sports globally,1,0.611,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.2235271,0.2235271,0.13780436,0.085722744,ONET_BrightOutlook_2024,0.1341162621974945
use communication channels,1,0.874,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33527747,0.33527747,0.22915874,0.106118724,McKinsey_FutureOfWork_2023,0.13411098718643188
develop inclusive workplace environment,1,0.645,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33526936,0.33526936,0.23951837,0.09575099,McKinsey_FutureOfWork_2023,0.1341077446937561
design digital and analog IP,1,0.664,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24379145,0.24379145,0.1948779,0.048913553,ONET_BrightOutlook_2024,0.13408529534935953
manage network configurations,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26816875,0.26816875,0.16972974,0.09843901,ONET_BrightOutlook_2024,0.13408437371253967
lead mechanical design,1,0.744,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24378794,0.24378794,0.18122333,0.06256461,ONET_BrightOutlook_2024,0.13408336937427523
work around construction sites,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33515123,0.33515123,0.31299365,0.02215758,McKinsey_FutureOfWork_2023,0.1340604901313782
connect property professionals,1,0.713,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33506224,0.33506224,0.24421021,0.09085202,McKinsey_FutureOfWork_2023,0.13402489423751832
manufacture advanced equipment,1,0.577,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3350398,0.3350398,0.3248116,0.010228187,McKinsey_FutureOfWork_2023,0.13401591777801514
identify key items,1,0.64,WEF03,Cybersecurity,Strong_Growth,0.9,0.14888428,0.14888428,0.12955555,0.019328728,WEF_FutureOfJobs_2023,0.13399585336446762
commit to innovation,2,0.633,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33498943,0.33498943,0.2945378,0.040451616,McKinsey_FutureOfWork_2023,0.13399577140808105
use Python programming,1,0.643,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.267988,0.267988,0.2201253,0.047862694,McKinsey_FutureOfWork_2023,0.133993998169899
work in a diverse environment,2,0.629,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33489272,0.33489272,0.289398,0.045494705,McKinsey_FutureOfWork_2023,0.13395708799362183
identifying the system or conduct issues,1,0.535,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24352868,0.24352868,0.22914886,0.014379814,ONET_BrightOutlook_2024,0.13394077345728875
model commercial awareness for team,1,0.827,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33481708,0.33481708,0.31875178,0.0160653,McKinsey_FutureOfWork_2023,0.13392683267593383
contribute to innovative projects,1,0.84,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33479857,0.33479857,0.27690914,0.05788943,McKinsey_FutureOfWork_2023,0.13391942977905275
classify customer cases,1,0.731,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19129136,0.19129136,0.18721277,0.004078597,WEF_FutureOfJobs_2023,0.1339039534330368
organisational abilities,1,0.428,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33470052,0.33470052,0.28769615,0.047004372,McKinsey_FutureOfWork_2023,0.13388020992279054
plan systems,1,0.687,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26769587,0.26769587,0.26639667,0.0012992024,ONET_BrightOutlook_2024,0.1338479369878769
build real-time systems,1,0.674,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26767233,0.26767233,0.25305176,0.014620572,McKinsey_FutureOfWork_2023,0.13383616507053375
think quickly,2,0.696,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14087819,0.14087819,0.09929322,0.04158497,WEF_FutureOfJobs_2023,0.13383427634835243
deliver across project types,1,0.956,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33456686,0.33456686,0.24819133,0.086375535,McKinsey_FutureOfWork_2023,0.133826744556427
deliver tangible business value,1,0.856,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33455515,0.33455515,0.1836676,0.15088755,McKinsey_FutureOfWork_2023,0.13382205963134766
Meticulous,1,0.448,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.1408554,0.1408554,0.08998944,0.050865963,WEF_FutureOfJobs_2023,0.1338126316666603
provide depth and control for power users,1,0.613,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24326937,0.24326937,0.22170348,0.021565884,ONET_BrightOutlook_2024,0.13379815295338632
be part of an innovative workplace,1,0.629,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33444926,0.33444926,0.26889482,0.06555444,McKinsey_FutureOfWork_2023,0.13377970457077026
manage supply chain,1,0.668,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2675358,0.2675358,0.19328672,0.07424909,ONET_BrightOutlook_2024,0.13376790285110474
ensure availability of information systems,1,0.676,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26752585,0.26752585,0.2151764,0.05234945,ONET_BrightOutlook_2024,0.133762925863266
attract new consumers,1,0.635,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19108808,0.19108808,0.14900565,0.04208243,WEF_FutureOfJobs_2023,0.13376165628433226
work closely with vendors,1,0.781,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33429918,0.33429918,0.24794526,0.08635391,McKinsey_FutureOfWork_2023,0.1337196707725525
compromising aesthetics.,1,0.512,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2431194,0.2431194,0.20738186,0.035737544,ONET_BrightOutlook_2024,0.13371567204594614
surveillance of the wholesale electricity market,1,0.606,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.22285601,0.22285601,0.19614567,0.026710346,WEF_FutureOfJobs_2023,0.13371360898017884
provide network operation support,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26742536,0.26742536,0.24975412,0.017671242,ONET_BrightOutlook_2024,0.13371267914772034
embrace a culture of discovery and creativity,1,0.632,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33427715,0.33427715,0.30522218,0.02905497,McKinsey_FutureOfWork_2023,0.1337108612060547
love challenges,1,0.785,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14073963,0.14073963,0.121540636,0.019198999,WEF_FutureOfJobs_2023,0.13370265290141106
output technical insights,1,0.838,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33420783,0.33420783,0.2813381,0.052869737,McKinsey_FutureOfWork_2023,0.1336831331253052
collaborate with sister companies,1,0.639,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33419752,0.33419752,0.27010596,0.06409156,McKinsey_FutureOfWork_2023,0.13367900848388672
take ownership of land subdivision projects,1,1.0,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.1572355,0.1572355,0.14306055,0.014174953,WEF_FutureOfJobs_2023,0.13365017771720886
provide transaction services,1,0.575,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26725638,0.26725638,0.26227114,0.004985243,ONET_BrightOutlook_2024,0.13362818956375122
invest money,1,0.563,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.1908632,0.1908632,0.15994503,0.030918181,WEF_FutureOfJobs_2023,0.13360424488782882
"cultivate an inclusive, growth-oriented team environment",1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3340039,0.3340039,0.24156162,0.092442274,McKinsey_FutureOfWork_2023,0.1336015582084656
prevent GenAI-powered fraud,1,0.932,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14063284,0.14063284,0.0777354,0.06289744,WEF_FutureOfJobs_2023,0.13360119611024857
manage multiple,1,0.654,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2671893,0.2671893,0.21173918,0.05545011,ONET_BrightOutlook_2024,0.13359464704990387
providing a,1,0.361,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14061706,0.14061706,0.13884676,0.0017703027,WEF_FutureOfJobs_2023,0.13358620479702948
establish technical vision,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33393243,0.33393243,0.28414336,0.04978907,McKinsey_FutureOfWork_2023,0.1335729718208313
coordinate with consultants and contractors,1,0.673,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33390838,0.33390838,0.2220821,0.111826286,McKinsey_FutureOfWork_2023,0.13356335163116456
technical foundation,1,0.317,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3338751,0.3338751,0.2996625,0.03421259,McKinsey_FutureOfWork_2023,0.13355003595352175
partner with business owners and data partners,1,0.571,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3338727,0.3338727,0.28264123,0.051231474,McKinsey_FutureOfWork_2023,0.13354908227920534
ensure smooth payment experience,1,0.704,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.19075881,0.19075881,0.14955425,0.041204557,WEF_FutureOfJobs_2023,0.13353116661310194
supervise audio visual technical staff,1,0.669,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3338099,0.3338099,0.31741753,0.01639238,McKinsey_FutureOfWork_2023,0.13352396488189697
sell commercial fuels,1,1.0,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.22247916,0.22247916,0.18176155,0.040717617,WEF_FutureOfJobs_2023,0.1334874987602234
develop methods,1,0.674,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33369756,0.33369756,0.309928,0.023769557,McKinsey_FutureOfWork_2023,0.13347902297973632
work in a helpdesk role,1,0.576,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33367318,0.33367318,0.24943058,0.0842426,McKinsey_FutureOfWork_2023,0.1334692716598511
communicate findings and implications,1,0.819,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3336654,0.3336654,0.2569705,0.076694906,McKinsey_FutureOfWork_2023,0.1334661602973938
help neighbors,1,0.635,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14047085,0.14047085,0.076848395,0.06362245,WEF_FutureOfJobs_2023,0.13344730511307715
lead engineering culture,1,0.639,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33361524,0.33361524,0.32238796,0.01122728,McKinsey_FutureOfWork_2023,0.1334460973739624
communicate critically,1,0.649,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3336056,0.3336056,0.32774842,0.0058571696,McKinsey_FutureOfWork_2023,0.13344223499298097
perform signal integrity simulations,1,1.0,WEF03,Cybersecurity,Strong_Growth,0.9,0.14819784,0.14819784,0.14022301,0.007974833,WEF_FutureOfJobs_2023,0.1333780601620674
translate technology into products,1,0.623,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33343762,0.33343762,0.32781094,0.0056266785,McKinsey_FutureOfWork_2023,0.13337504863739014
drive process enhancements,1,0.636,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26673946,0.26673946,0.23237662,0.034362838,McKinsey_FutureOfWork_2023,0.13336972892284393
lead marketing team,1,0.659,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33340845,0.33340845,0.23030485,0.10310359,McKinsey_FutureOfWork_2023,0.13336337804794313
work closely with on-site night team,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33340302,0.33340302,0.23399006,0.09941296,McKinsey_FutureOfWork_2023,0.1333612084388733
share cross-domain knowledge,1,0.712,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33336544,0.33336544,0.22754389,0.10582155,McKinsey_FutureOfWork_2023,0.13334617614746094
Create project plans,1,0.635,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.20513198,0.20513198,0.19954488,0.005587101,ONET_BrightOutlook_2024,0.13333578556776046
Recommending,1,0.58,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24242277,0.24242277,0.18367067,0.058752105,ONET_BrightOutlook_2024,0.13333252593874934
conduct measurement surveys,1,0.642,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24239627,0.24239627,0.21386898,0.02852729,ONET_BrightOutlook_2024,0.1333179458975792
review trunk services concepts,1,0.702,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26654905,0.26654905,0.20935033,0.05719872,ONET_BrightOutlook_2024,0.13327452540397644
liaise across teams,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33317697,0.33317697,0.2183481,0.11482887,McKinsey_FutureOfWork_2023,0.13327078819274904
lead product development,1,0.639,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3331625,0.3331625,0.26965135,0.06351113,McKinsey_FutureOfWork_2023,0.13326499462127686
respect others,5,0.6574,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.14027743,0.14027743,0.099481344,0.040796086,WEF_FutureOfJobs_2023,0.1332635588943958
"promote the work, reputation, and success stories",1,0.634,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33313233,0.33313233,0.18658337,0.14654896,McKinsey_FutureOfWork_2023,0.13325293064117433
drive adoption of tools,1,0.991,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33312404,0.33312404,0.3119135,0.021210551,McKinsey_FutureOfWork_2023,0.1332496166229248
champion digital inclusion,1,0.641,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24225208,0.24225208,0.23335648,0.008895606,ONET_BrightOutlook_2024,0.1332386448979378
Control the equipment,1,0.476,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26647586,0.26647586,0.23854785,0.02792801,McKinsey_FutureOfWork_2023,0.13323792815208435
balance playful experiences,1,0.646,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.24224316,0.24224316,0.20072752,0.041515633,ONET_BrightOutlook_2024,0.13323373571038247
provide Industrial Relations advice,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33305886,0.33305886,0.25195834,0.08110052,McKinsey_FutureOfWork_2023,0.13322354555130006
lead the development of wastewater models,1,1.0,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2664408,0.2664408,0.23666964,0.029771164,McKinsey_FutureOfWork_2023,0.13322040438652039
combine engineering depth with execution precision,1,0.639,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.20494862,0.20494862,0.1890874,0.015861213,ONET_BrightOutlook_2024,0.13321660235524177
conduct qualitative testing,1,0.599,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2421719,0.2421719,0.21279602,0.029375881,ONET_BrightOutlook_2024,0.13319454416632653
Monitor application,2,0.6545000000000001,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26638484,0.26638484,0.20907675,0.057308093,ONET_BrightOutlook_2024,0.13319242000579834
manage the critical logistics,1,0.513,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2663729,0.2663729,0.25347742,0.012895465,McKinsey_FutureOfWork_2023,0.1331864446401596
activities.,2,0.492,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33296132,0.33296132,0.29253006,0.04043126,McKinsey_FutureOfWork_2023,0.13318452835083008
troubleshoot infrastructure issues,1,1.0,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26634482,0.26634482,0.25843948,0.007905334,ONET_BrightOutlook_2024,0.133172407746315
join Network Implementation Team,1,0.666,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3329291,0.3329291,0.26027155,0.072657555,McKinsey_FutureOfWork_2023,0.13317164182662963
implement enterprise -wide LAN /,1,0.647,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33292812,0.33292812,0.2682308,0.064697325,McKinsey_FutureOfWork_2023,0.13317124843597414
integrate story and learnings,1,0.635,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33291695,0.33291695,0.2705104,0.06240654,McKinsey_FutureOfWork_2023,0.13316677808761598
be oneself,1,0.627,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.140175,0.140175,0.101327345,0.038847655,WEF_FutureOfJobs_2023,0.13316624984145164
focus on performance diagnostics,1,0.639,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2663235,0.2663235,0.23650512,0.029818386,ONET_BrightOutlook_2024,0.1331617534160614
conduct technical pre-sales,1,0.646,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33288944,0.33288944,0.2778813,0.055008143,McKinsey_FutureOfWork_2023,0.13315577507019044
ensure devices stay connected,1,0.672,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.1401617,0.1401617,0.050191507,0.08997019,WEF_FutureOfJobs_2023,0.13315360844135285
equip students with skills,2,0.6185,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33282205,0.33282205,0.31583175,0.016990304,McKinsey_FutureOfWork_2023,0.133128821849823
ensure harmonized collaboration with internal functions,1,0.677,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3328181,0.3328181,0.3167949,0.016023189,McKinsey_FutureOfWork_2023,0.13312723636627197
provide support on complex initiatives,1,0.893,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3327152,0.3327152,0.28672084,0.04599437,McKinsey_FutureOfWork_2023,0.13308608531951904
"influence field operations managers, human resources, and contractors",1,0.682,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3326455,0.3326455,0.30877948,0.023866028,McKinsey_FutureOfWork_2023,0.13305820226669313
